Year,Title,Authors,Institution Name,Institution Country,Citation Count,Topic
2014,A neural interface provides long-term stable natural touch perception,"Daniel Tan, Matthew A. Schiefer, Michael W. Keith, James Robert Anderson, Joyce Tyler, Dustin J. Tyler","MetroHealth Medical Center, Louis Stokes Cleveland VA Medical Center, Rainbow Babies & Children's Hospital, MetroHealth, Case Western Reserve University",US,706,Engineering Biology
2015,Photocrosslinkable Gelatin Hydrogel for Epidermal Tissue Engineering,"Xin Zhao, Qi Lang, Lara Yildirimer, Zhi Yuan Lin, Wenguo Cui, Nasim Annabi, Kee Woei Ng, Mehmet R. Dokmeci, Amir M. Ghaemmaghami, Ali Khademhosseini","Harvard–MIT Division of Health Sciences and Technology, Innovation Research Center, University of Nottingham, Brigham and Women's Hospital, Massachusetts Institute of Technology, Nanyang Technological University, Harvard University, Queen's Medical Centre, Soochow University, King Abdulaziz University","US, GB, CN, SG, SA",706,Engineering Biology
2001,Low mechanical signals strengthen long bones,"Clinton T. Rubin, A. Simon Turner, Steven D. Bain, Craig Mallinckrodt, Kenneth J. McLeod","State University of New York, Colorado State University",US,706,Engineering Biology
1985,"Surface, interfacial and molecular aspects of polymer bioadhesion on soft tissues","Nikolaos A. Peppas, P Buri","Pediatrics and Genetics, University of Geneva","CH, US",705,Engineering Biology
2007,Guidance of glial cell migration and axonal growth on electrospun nanofibers of poly-ε-caprolactone and a collagen/poly-ε-caprolactone blend,"Eva Schnell, Kristina Klinkhammer, Simone Balzer, Gary A. Brook, Doris Klee, Paul D. Dalton, Jörg Mey","University of Southampton, Universitätsklinikum Aachen, RWTH Aachen University","GB, DE",705,Engineering Biology
2015,Silk fibroin as biomaterial for bone tissue engineering,"J. Melke, Swati Midha, Sourabh Ghosh, Keita Ito, Sandra Hofmann","ETH Zurich, Eindhoven University of Technology, Utrecht University, Indian Institute of Technology Delhi, University Medical Center Utrecht","CH, IN, NL",705,Engineering Biology
2019,Transcutaneous ultrasound energy harvesting using capacitive triboelectric technology,"Ronan Hinchet, Hong‐Joon Yoon, Hanjun Ryu, Moo-kang Kim, Eue‐Keun Choi, Dong Sun Kim, Sang‐Woo Kim","Sungkyunkwan University, Seoul National University Hospital, Korea Electronics Technology Institute",KR,705,Engineering Biology
2000,Historical review of the use of silver in the treatment of burns. I. Early uses,Henk J. Klasen,Univé (Netherlands),NL,704,Engineering Biology
2012,Foot Plantar Pressure Measurement System: A Review,"Abdul Hadi Abdul Razak, Aladin Zayegh, Rezaul Begg, Yufridin Wahab","Universiti Malaysia Perlis, Universiti Teknologi MARA, Victoria University","MY, AU",704,Engineering Biology
2018,In situ forming injectable hydrogels for drug delivery and wound repair,"Robert Dimatteo, Nicole J. Darling, Tatiana Segura","University of California, Los Angeles",US,704,Engineering Biology
2012,Functional Human Vascular Network Generated in Photocrosslinkable Gelatin Methacrylate Hydrogels,"Ying‐Chieh Chen, Ruei‐Zeng Lin, Hao Qi, Yunzhi Yang, Hojae Bae, Juan M. Melero‐Martin, Ali Khademhosseini","Harvard–MIT Division of Health Sciences and Technology, Brigham and Women's Hospital, Massachusetts Institute of Technology, The University of Texas Health Science Center at Houston, Harvard University, Boston Children's Hospital, National Hsinchu University of Education, Stanford University","TW, US",703,Engineering Biology
2016,Extracellular matrix hydrogels from decellularized tissues: Structure and function,"Lindsey T. Saldin, Madeline C. Cramer, Sachin Velankar, Lisa J. White, Stephen F. Badylak","University of Nottingham, University of Pittsburgh, McGowan Institute for Regenerative Medicine","GB, US",703,Engineering Biology
2000,Polymeric biomaterials,Linda G. Griffith,Massachusetts Institute of Technology,US,703,Engineering Biology
2009,Multiple Functionalities of Polyelectrolyte Multilayer Films: New Biomedical Applications,"Thomas Boudou, Thomas Crouzier, Ke‐feng Ren, Guillaume Blin, Catherine Picart","Institut polytechnique de Grenoble, Université de Montpellier, Centre National de la Recherche Scientifique",FR,702,Engineering Biology
2008,Quantitative Assessment of Breast Lesion Viscoelasticity: Initial Clinical Results Using Supersonic Shear Imaging,"Mickaël Tanter, Jérémy Bercoff, A. Athanasiou, Thomas Deffieux, Jean‐Luc Gennisson, Gabriel Montaldo, Marie Müller, A. Tardivon, Mathias Fink","Centre National de la Recherche Scientifique, ESPCI Paris, Inserm, SuperSonic Imagine (France), Institut Curie",FR,702,Engineering Biology
2013,Understanding ultrasound induced sonoporation: Definitions and underlying mechanisms,"Ine Lentacker, Ine De Cock, Roel Deckers, Stefaan C. De Smedt, Chrit Moonen","University Medical Center Utrecht, Ghent University","BE, NL",701,Engineering Biology
2019,Employment of enhanced permeability and retention effect (EPR): Nanoparticle-based precision tools for targeting of therapeutic and diagnostic agent in cancer,"Dnyaneshwar Kalyane, Nidhi Raval, Rahul Maheshwari, Vishakha Tambe, Kiran Kalia, Rakesh Kumar Tekade","Government of India, National Institute of Pharmaceutical Education and Research",IN,701,Engineering Biology
2012,Multifunctional in vivo vascular imaging using near-infrared II fluorescence,"Guosong Hong, Jerry C. Lee, Joshua T. Robinson, Uwe Raaz, Liming Xie, Ngan F. Huang, John P. Cooke, Hongjie Dai",Stanford University,US,701,Engineering Biology
1980,The electronic aggregometer: A novel device for assessing platelet behavior in blood,"David C. Cardinal, Roderick J. Flower",Wellcome Trust,GB,700,Engineering Biology
2009,Polypyrrole-coated electrospun PLGA nanofibers for neural tissue applications,"Jae Young Lee, Chris A. Bashur, Aaron S. Goldstein, Christine E. Schmidt","Virginia Tech, The University of Texas at Austin",US,700,Engineering Biology
2014,"Microfluidic, marker-free isolation of circulating tumor cells from blood samples","Nezihi Murat Karabacak, Philipp S. Spuhler, Fabio Fachin, Eugene J. Lim, Vincent Pai, Emre Ozkumur, Joseph M. Martel, Nikola Kojić, Kyle C. Smith, Pin-i Chen, Jennifer Yang, Henry H. Hwang, Bailey Morgan, Julie Trautwein, Thomas A. Barber, Shannon L. Stott, Shyamala Maheswaran, Ravi Kapur, Daniel A. Haber, Mehmet Toner","Howard Hughes Medical Institute, Massachusetts General Hospital, Boston University",US,699,Engineering Biology
2004,"Diffuse optical imaging of brain activation: approaches to optimizing image sensitivity, resolution, and accuracy","David A. Boas, Anders M. Dale, Maria Angela Franceschini","Harvard University, Massachusetts General Hospital, Athinoula A. Martinos Center for Biomedical Imaging",US,699,Engineering Biology
2008,Highly Efficient Drug Delivery with Gold Nanoparticle Vectors for <i>in Vivo</i> Photodynamic Therapy of Cancer,"Yu Cheng, Anna Cristina S. Samia, Joseph Meyers, Irene. Panagopoulos, Baowei Fei, Clemens Burda","Case Western Reserve University, Nanomaterials Research (United States), Chemical Dynamics (United States)",US,699,Engineering Biology
2005,Fiber-optic fluorescence imaging,"Benjamin A. Flusberg, Eric D. Cocker, Wibool Piyawattanametha, Juergen C. Jung, Eunice L.-M. Cheung, Mark J. Schnitzer","Clark University, Stanford University",US,699,Engineering Biology
2010,Osteoinductive ceramics as a synthetic alternative to autologous bone grafting,"Huipin Yuan, Hugo Fernandes, Pamela Habibović, Jan de Boer, Ana Barradas, Ad de Ruiter, William R. Walsh, Clemens van Blitterswijk, Joost D. de Bruijn","Queen Mary University of London, Prince of Wales Hospital, University of Twente, Bronkhorst (Netherlands), University of Groningen, Sydney Orthopaedic Research Institute, UNSW Sydney","GB, AU, NL",699,Engineering Biology
2018,Engineering Bioactive Self-Healing Antibacterial Exosomes Hydrogel for Promoting Chronic Diabetic Wound Healing and Complete Skin Regeneration,"Chenggui Wang, Min Wang, Tianzhen Xu, Xingxing Zhang, Cai Lin, Weiyang Gao, Huazi Xu, Bo Lei, Cong Mao","Xi'an Jiaotong University, Second Affiliated Hospital & Yuying Children's Hospital of Wenzhou Medical University, Wenzhou Medical University, First Affiliated Hospital of Wenzhou Medical University",CN,699,Engineering Biology
1980,Mechanical properties and Young's modulus of human skin in vivo,"P Agache, C. Monneur, Jean‐Luc Lévêque, Jean de Rigal","L'Oréal (France), Centre Hospitalier Universitaire de Besançon",FR,698,Engineering Biology
2003,Inkjet printing for high-throughput cell patterning,"Elisabeth. A. Roth, Tao Xu, Manas Das, C D Gregory, James J. Hickman, Thomas Boland",Clemson University,US,698,Engineering Biology
2013,Normalization of mass cytometry data with bead standards,"Rachel Finck, Erin F. Simonds, Astraea Jager, Smita Krishnaswamy, Karen Sachs, Wendy J. Fantl, Dana Pe’er, Garry P. Nolan, Sean C. Bendall","Columbia University, Stanford University, Baxter (United States)",US,697,Engineering Biology
2003,Nano‐fibrous scaffolding architecture selectively enhances protein adsorption contributing to cell attachment,"Kyung Mi Woo, Victor J. Chen, X. Peter",University of Michigan–Ann Arbor,US,697,Engineering Biology
2012,Ag<sub>2</sub>S Quantum Dot: A Bright and Biocompatible Fluorescent Nanoprobe in the Second Near-Infrared Window,"Yan Zhang, Guosong Hong, Yejun Zhang, Guangcun Chen, Feng Li, Hongjie Dai, Qiangbin Wang","Suzhou Institute of Nano-tech and Nano-bionics, Chinese Academy of Sciences, Stanford University","CN, US",697,Engineering Biology
2018,"Solid lipid nanoparticles and nanostructured lipid carriers as novel drug delivery systems: applications, advantages and disadvantages","Soliman Mohammadi‐Samani, Parisa Ghasemiyeh",Shiraz University of Medical Sciences,IR,697,Engineering Biology
2008,Carbon nanotube coating improves neuronal recordings,"Edward W. Keefer, B. R. Botterman, Mario Romero‐Ortega, Andrew F. Rossi, Guenter W. Gross","The University of Texas Southwestern Medical Center, Texas Scottish Rite Hospital for Children, University of North Texas, Southwestern Medical Center, Vanderbilt University",US,696,Engineering Biology
2017,"Wearable, Healable, and Adhesive Epidermal Sensors Assembled from Mussel‐Inspired Conductive Hybrid Hydrogel Framework","Meihong Liao, Pengbo Wan, Jiangru Wen, Min Gong, Xiao-Xuan Wu, Yonggang Wang, Rui Shi, Liqun Zhang","Beijing University of Chemical Technology, Beijing Institute of Neurosurgery",CN,696,Engineering Biology
1985,What is the Correct Value for the Brain-Blood Partition Coefficient for Water?,"Peter Herscovitch, Marcus E. Raichle",Mallinckrodt (United States),US,695,Engineering Biology
2002,Optimal design and fabrication of scaffolds to mimic tissue properties and satisfy biological constraints,"Scott J. Hollister, Rosanna Maddox, Juan M. Taboas",University of Michigan–Ann Arbor,US,695,Engineering Biology
2000,Autologous bone marrow stromal cells loaded onto porous hydroxyapatite ceramic accelerate bone repair in critical-size defects of sheep long bones,"Elizaveta Kon, Anita Muraglia, Alessandro Corsi, P. Bianco, Maurilio Marcacci, Iván Martín, A. Boyde, Irene Ruspantini, P. Chistolini, M. Rocca, Roberto Giardino, Ranieri Cancedda, Rodolfo Quarto","Tecnologie Avanzate (Italy), University College London, Istituto Ortopedico Rizzoli, Istituto Superiore di Sanità, Sapienza University of Rome, University of Genoa","GB, IT",695,Engineering Biology
2013,Rare-earth-doped biological composites as in vivo shortwave infrared reporters,"Dominik J. Naczynski, Mei Chee Tan, Margot Zevon, B. Wall, Jesse Kohl, A. Kulesa, S. Chen, Charles M. Roth, Richard E. Riman, Prabhas V. Moghe","Rutgers, The State University of New Jersey, Singapore University of Technology and Design","US, SG",694,Engineering Biology
1983,In-Vitro of Measurement of Static Pressure Distribution in Synovial Joints—Part I: Tibial Surface of the Knee,"A. M. Ahmed, D. L. Burke","McGill University, Montreal General Hospital",CA,694,Engineering Biology
2016,Enhanced Cancer Immunotherapy by Microneedle Patch-Assisted Delivery of Anti-PD1 Antibody,"Chao Wang, Yanqi Ye, Gabrielle Hochu, Hasan Sadeghifar, Zhen Gu","University of North Carolina at Chapel Hill, North Carolina State University",US,694,Engineering Biology
2011,Macrophage phenotype as a predictor of constructive remodeling following the implantation of biologically derived surgical mesh materials,"Bryan N. Brown, Ricardo Londoño, Stephen Tottey, Li Zhang, Kathryn A. Kukla, Matthew T. Wolf, Kerry A. Daly, Janet E. Reing, Stephen F. Badylak","University of Pittsburgh, McGowan Institute for Regenerative Medicine",US,693,Engineering Biology
1994,Mechanical strength of repairs of the rotator cuff,"Christian Gerber, AG Schneeberger, Martín Beck, Ulf J. Schlegel",Hôpital Nestlé,CH,693,Engineering Biology
2014,Highly Skin‐Conformal Microhairy Sensor for Pulse Signal Amplification,"Changhyun Pang, Ja Hoon Koo, Amanda Nguyen, Jeffrey M. Caves, Myung‐Gil Kim, Alex Chortos, Kwanpyo Kim, Paul J. Wang, Jeffrey B.‐H. Tok, Zhenan Bao","Sungkyunkwan University, Ulsan National Institute of Science and Technology, Stanford University, Chung-Ang University","KR, US",693,Engineering Biology
2021,Translational Applications of Hydrogels,"Santiago Correa, Abigail K. Grosskopf, Hector Lopez Hernandez, Doreen Chan, Anthony C. Yu, Lyndsay M. Stapleton, Eric A. Appel","Palo Alto Institute, Stanford University",US,693,Engineering Biology
2012,The effect of pore geometry on the in vitro biological behavior of human periosteum-derived cells seeded on selective laser-melted Ti6Al4V bone scaffolds,"Simon Van Bael, Yoke Chin Chai, Silvia Truscello, Maarten Moesen, Greet Kerckhofs, Hans Van Oosterwyck, Jean‐Pierre Kruth, Jan Schrooten","University of Malaya, KU Leuven","BE, MY",692,Engineering Biology
2000,Bioglass ®45S5 Stimulates Osteoblast Turnover and Enhances Bone Formation In Vitro: Implications and Applications for Bone Tissue Engineering,"Ioannis Xynos, Mika Hukkanen, J. Batten, Lee Buttery, Larry L. Hench, J. M. Polak","Hammersmith Hospital, Imperial College London",GB,692,Engineering Biology
2007,Liquid-crystal materials find a new order in biomedical applications,"Scott J. Woltman, Gregory D. Jay, Gregory P. Crawford",Brown University,US,692,Engineering Biology
2014,"Click hydrogels, microgels and nanogels: Emerging platforms for drug delivery and tissue engineering","Yanjiao Jiang, Jing Chen, Chao Deng, Erik J. Suuronen, Zhiyuan Zhong","Soochow University, University of Ottawa","CN, CA",691,Engineering Biology
2001,Smooth muscle cell growth in photopolymerized hydrogels with cell adhesive and proteolytically degradable domains: synthetic ECM analogs for tissue engineering,"Brenda K. Mann, Andrea S. Gobin, Annabel T. Tsai, Rachael Schmedlen, Jennifer L. West",Rice University,US,691,Engineering Biology
1956,Niels Bohr and the development of physics,,Unknown Institution,Unknown Country,691,Engineering Biology
2007,Matrices and scaffolds for delivery of bioactive molecules in bone and cartilage tissue engineering,"Soo‐Hong Lee, Heungsoo Shin","CHA University, Hanyang University",KR,690,Engineering Biology
1999,The ability of three-dimensional structural indices to reflect mechanical aspects of trabecular bone,"Dieter Ulrich, Bert van Rietbergen, A. Laib, P. Rüegsegger","Institute for Biomedical Engineering, University of Zurich",CH,690,Engineering Biology
2017,Autonomous sweat extraction and analysis applied to cystic fibrosis and glucose monitoring using a fully integrated wearable platform,"Sam Emaminejad, Wei Gao, Eric Wu, Zoe Davies, Hnin Yin Yin Nyein, Samyuktha Challa, Sean P. Ryan, Hossain M. Fahad, Kevin Chen, Ziba Shahpar, Salmonn Talebi, Carlos Milla, Ali Javey, Ronald W. Davis","University of California, Berkeley, Lawrence Berkeley National Laboratory, Stanford University",US,690,Engineering Biology
2017,Guided self-organization and cortical plate formation in human brain organoids,"Madeline A. Lancaster, Nina S. Corsini, Simone Wolfinger, E. Hilary Gustafson, Alexander William Phillips, Thomas R. Burkard, Tomoki Otani, Frederick J. Livesey, Juergen A. Knoblich","Institute of Molecular Biotechnology, Wellcome/Cancer Research UK Gurdon Institute, University of Cambridge, MRC Laboratory of Molecular Biology, Research Institute of Molecular Pathology","AT, GB",690,Engineering Biology
1976,Bone Compressive Strength: The Influence of Density and Strain Rate,"Dennis R. Carter, Wilson C. Hayes",Unknown Institution,Unknown Country,689,Engineering Biology
2003,Differentiation of human embryonic stem cells on three-dimensional polymer scaffolds,"Shulamit Levenberg, Ngan F. Huang, Erin Lavik, Arlin B. Rogers, Joseph Itskovitz‐Eldor, Róbert Langer","Technion – Israel Institute of Technology, Massachusetts Institute of Technology","IL, US",689,Engineering Biology
1960,Mechanical Properties of Arteries in Vivo,"Lysle H. Peterson, RODERICK E. JENSEN, John Roderick Parnell",University of Pennsylvania,US,689,Engineering Biology
1999,Mechanical Testing of Bone and the Bone-Implant Interface,"Yuehuei H. An, Robert Draughn",Unknown Institution,Unknown Country,689,Engineering Biology
2005,Understanding the biodegradation of polyurethanes: From classical implants to tissue engineering materials,"J. Paul Santerre, K. A. Woodhouse, Gaétan Laroche, Rosalind S. Labow","University of Toronto, University of Ottawa, Hôpital Saint-François d'Assise, Université Laval",CA,688,Engineering Biology
2015,"The Tissue-Engineered Vascular Graft—Past, Present, and Future","Samand Pashneh‐Tala, Sheila MacNeil, Frederik Claeyssens",University of Sheffield,GB,688,Engineering Biology
2010,A Chelator-Free Multifunctional [<sup>64</sup>Cu]CuS Nanoparticle Platform for Simultaneous Micro-PET/CT Imaging and Photothermal Ablation Therapy,"Min Zhou, Rui Zhang, Miao Huang, Wei Lü, Shaoli Song, Marites P. Melancon, Mei Tian, Dong Liang, Chun Li","Texas Southern University, Shanghai Jiao Tong University, The University of Texas MD Anderson Cancer Center","CN, US",687,Engineering Biology
2018,Conducting Polymers for Tissue Engineering,"Baolin Guo, X. Peter","Xi'an Jiaotong University, University of Michigan–Ann Arbor","CN, US",687,Engineering Biology
2018,Laser‐Induced Graphene: From Discovery to Translation,"Ruquan Ye, Dustin K. James, James M. Tour","Rice University, City University of Hong Kong","US, HK",687,Engineering Biology
2009,A review of tissue-engineered skin bioconstructs available for skin reconstruction,"Rostislav V. Shevchenko, Stuart L. James, S. Elizabeth James",University of Brighton,GB,686,Engineering Biology
2015,Biodegradable Materials for Bone Repair and Tissue Engineering Applications,"Zeeshan Sheikh, Shariq Najeeb, Zohaib Khurshid, Vivek Verma, Haroon Rashid, Michael Glogauer","University of Sheffield, University of Toronto, McGill University, King Faisal University, University of Birmingham, Ziauddin University","GB, CA, SA, PK",685,Engineering Biology
2006,Self-deployable origami stent grafts as a biomedical application of Ni-rich TiNi shape memory alloy foil,"Kaori Kuribayashi, Koichi Tsuchiya, Zhong You, Dacian Tomus, Minoru Umemoto, Takahiro Ito, Masahiro Sasaki","University of Oxford, Toyohashi University of Technology","GB, JP",685,Engineering Biology
1990,Charge density and charge per phase as cofactors in neural injury induced by electrical stimulation,"Douglas B. McCreery, W.F. Agnew, T.G.H. Yuen, Leo A. Bullara",Huntington Medical Research Institutes,US,685,Engineering Biology
2013,In Vivo Bio‐Safety Evaluations and Diagnostic/Therapeutic Applications of Chemically Designed Mesoporous Silica Nanoparticles,"Yu Chen, Hangrong Chen, Jianlin Shi","Shanghai Institute of Ceramics, Chinese Academy of Sciences",CN,685,Engineering Biology
2020,"Physical Double‐Network Hydrogel Adhesives with Rapid Shape Adaptability, Fast Self‐Healing, Antioxidant and NIR/pH Stimulus‐Responsiveness for Multidrug‐Resistant Bacterial Infection and Removable Wound Dressing","Xin Zhao, Yongping Liang, Ying Huang, Jiahui He, Yong Han, Baolin Guo",Xi'an Jiaotong University,CN,685,Engineering Biology
2014,Recent advances in nanocellulose for biomedical applications,"Mehdi Jorfi, E. Johan Foster","Adolphe Merkle Institute, Virginia Tech, University of Fribourg","CH, US",684,Engineering Biology
2001,Fabrication and characterization of a sponge-like asymmetric chitosan membrane as a wound dressing,"Fwu‐Long Mi, Shin‐Shing Shyu, Yu‐Bey Wu, Sung-Tao Lee, Jen-Yeu Shyong, Rong Huang","Republic of China Naval Academy, National Central University, United States Naval Academy","TW, US",684,Engineering Biology
2004,Negative staining and image classification — powerful tools in modern electron microscopy,"Melanie D. Ohi, Ying Li, Yifan Cheng, Thomas Walz",Harvard University,US,683,Engineering Biology
2018,Recent Advances of Optical Imaging in the Second Near‐Infrared Window,"Kenry Kenry, Yukun Duan, Bin Liu",National University of Singapore,SG,683,Engineering Biology
2021,A Comparative Review of Natural and Synthetic Biopolymer Composite Scaffolds,"M. Sai Bhargava Reddy, Deepalekshmi Ponnamma, Rajan Choudhary, Kishor Kumar Sadasivuni","Innovation (Latvia), National University of Science and Technology, Jawaharlal Nehru Technological University, Hyderabad, Qatar University, Riga Technical University","LV, QA, IN, RU",683,Engineering Biology
2006,Platform switching: a new concept in implant dentistry for controlling postrestorative crestal bone levels.,"Richard J. Lazzara, Stephan S. Porter",Unknown Institution,Unknown Country,682,Engineering Biology
2004,"Preparation and characterization of highly porous, biodegradable polyurethane scaffolds for soft tissue applications","Jianjun Guan, Kazuro Fujimoto, Michael S. Sacks, William R. Wagner","University of Pittsburgh, McGowan Institute for Regenerative Medicine",US,682,Engineering Biology
2013,Electrospun scaffolds for tissue engineering of vascular grafts,"Anwarul Hasan, Adnan Memić, Nasim Annabi, Monowar Hossain, Arghya Paul, Mehmet R. Dokmeci, Fariba Dehghani, Ali Khademhosseini","Harvard–MIT Division of Health Sciences and Technology, Tohoku University, Massachusetts Institute of Technology, Brigham and Women's Hospital, Lyell McEwin Hospital, The University of Adelaide, The University of Sydney, Harvard University, Advanced Institute of Materials Science, King Abdulaziz University","JP, AU, US, SA",682,Engineering Biology
2008,Measurement of cardiac function using pressure–volume conductance catheter technique in mice and rats,"Pál Pacher, Takahiro Nagayama, Partha Mukhopadhyay, Sándor Bátkai, David A. Kass","National Institutes of Health, Johns Hopkins University, National Institute on Alcohol Abuse and Alcoholism",US,682,Engineering Biology
2005,Optimising bioactive glass scaffolds for bone tissue engineering,"Julian R. Jones, Lisa M. Ehrenfried, Larry L. Hench",Imperial College London,GB,682,Engineering Biology
1996,Spontaneous Formation of Bonelike Apatite Layer on Chemically Treated Titanium Metals,"Tadashi Kokubo, Fumiaki Miyaji, Hyun‐Min Kim, Takashi Nakamura","Kyoto University, American Ceramic Society","US, JP",682,Engineering Biology
2011,"OPTICAL PROPERTIES OF SKIN, SUBCUTANEOUS, AND MUSCLE TISSUES: A REVIEW","Alexey N. Bashkatov, Elina A. Genina, Valery V. Tuchin","Saratov State University, Institute of Precision Mechanics and Control",RU,682,Engineering Biology
2012,Ultrasmall implantable composite microelectrodes with bioactive surfaces for chronic neural interfaces,"Takashi D.Y. Kozai, Nicholas B. Langhals, Paras R. Patel, Xiaopei Deng, Huanan Zhang, Karen L. Smith, Joerg Lahann, Nicholas A. Kotov, Daryl R. Kipke","Wadsworth Center, New York State Department of Health, University of Michigan–Ann Arbor",US,681,Engineering Biology
2002,Fluid flow increases mineralized matrix deposition in 3D perfusion culture of marrow stromal osteoblasts in a dose-dependent manner,"Gregory N. Bancroft, Vassilios I. Sikavitsas, Juliette van den Dolder, Tiffany L. Sheffield, Catherine G. Ambrose, John A. Jansen, Antonios G. Mikos","Radboud University Nijmegen, Translational Research in Oncology, Radboud University Medical Center, University Medical Center, Rice University","FR, US, NL",681,Engineering Biology
2018,Lifetime-engineered NIR-II nanoparticles unlock multiplexed in vivo imaging,"Yong Fan, Peiyuan Wang, Yiqing Lu, Rui Wang, Lei Zhou, Xianlin Zheng, Xiaomin Li, James A. Piper, Fan Zhang","Fudan University, Macquarie University","CN, AU",681,Engineering Biology
1957,The biochemistry and physiology of bone,William F. Neuman,University of Rochester,US,680,Engineering Biology
2008,Serial Section Scanning Electron Microscopy of Adult Brain Tissue Using Focused Ion Beam Milling,"Graham Knott, Herschel M. Marchman, David S. Wall, Ben Lich","Janelia Research Campus, École Polytechnique Fédérale de Lausanne","CH, US",679,Engineering Biology
2003,Magnetic Resonance: An Introduction to Ultrashort TE (UTE) Imaging,"Matthew D. Robson, Peter Gatehouse, Mark Bydder, Graeme M. Bydder",Science Oxford,GB,679,Engineering Biology
2002,"Indirect solid free form fabrication of local and global porous, biomimetic and composite 3D polymer-ceramic scaffolds","Juan M. Taboas, Rosanna Maddox, Paul H. Krebsbach, Scott J. Hollister",University of Michigan–Ann Arbor,US,679,Engineering Biology
2019,Innovative approaches for cancer treatment: current perspectives and new challenges,"Carlotta Pucci, Chiara Martinelli, Gianni Ciofani",Interface (United Kingdom),GB,679,Engineering Biology
2008,Electrospun biomimetic nanocomposite nanofibers of hydroxyapatite/chitosan for bone tissue engineering,"Yanzhong Zhang, Jayarama Reddy Venugopal, A El-Turki, Seeram Ramakrishna, Bo Su, Chwee Teck Lim","University Of Bristol Dental Hospital, National University of Singapore, University of Bristol","GB, SG",677,Engineering Biology
2015,Controlling Shear Stress in 3D Bioprinting is a Key Factor to Balance Printing Resolution and Stem Cell Integrity,"Andreas Blaeser, Daniela F. Duarte Campos, Uta Puster, Walter Richtering, Molly M. Stevens, Horst Fischer","NIHR Imperial Biomedical Research Centre, RWTH Aachen University, Imperial College London","GB, DE",677,Engineering Biology
2006,In vitro and in vivo characteristics of PCL scaffolds with pore size gradient fabricated by a centrifugation method,"Se Heang Oh, Il Kyu Park, Jin‐Man Kim, Jin Ho Lee","Hannam University, Chungnam National University",KR,675,Engineering Biology
2015,Biomaterial strategies for engineering implants for enhanced osseointegration and bone repair,"Rachit Agarwal, Andrés J. Garcı́a",Georgia Institute of Technology,US,675,Engineering Biology
2007,A large-scale study of the ultrawideband microwave dielectric properties of normal breast tissue obtained from reduction surgeries,"Mariya Lazebnik, L. McCartney, D. Popovic, Cynthia B Watkins, Mary J. Lindstrom, Josephine Harter, Sarah Sewall, Anthony Magliocco, John H. Booske, M. Okoniewski, Susan C. Hagness","University of Calgary, University of Wisconsin–Madison","CA, US",675,Engineering Biology
2016,Application of Collagen Scaffold in Tissue Engineering: Recent Advances and New Perspectives,"Chanjuan Dong, Yonggang Lv",Chongqing University,CN,675,Engineering Biology
2018,Epidermis Microstructure Inspired Graphene Pressure Sensor with Random Distributed Spinosum for High Sensitivity and Large Linearity,"Yu Pang, Kunning Zhang, Zhen Yang, Song Jiang, Zhen‐Yi Ju, Yuxing Li, Xuefeng Wang, Danyang Wang, Muqiang Jian, Yingying Zhang, Renrong Liang, He Tian, Yi Yang, Tian‐Ling Ren","Tsinghua University, Institute of Microelectronics",CN,675,Engineering Biology
2019,A Comprehensive Review on Medicinal Plants as Antimicrobial Therapeutics: Potential Avenues of Biocompatible Drug Discovery,"Uttpal Anand, Nadia Jacobo‐Herrera, Ammar B. Altemimi, Naoufal Lakhssassi","Sam Higginbottom Institute of Agriculture, Southern Illinois University Carbondale, University of Basrah, Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán","IQ, MX, US, IN",675,Engineering Biology
2004,Bioresorbable nanofiber‐based systems for wound healing and drug delivery: Optimization of fabrication parameters,"Dhirendra S. Katti, Kyle Robinson, Frank Ko, Cato T. Laurencin","Drexel University, University of Virginia",US,674,Engineering Biology
2019,A review of clinical photoacoustic imaging: Current and future trends,"Amalina Binte Ebrahim Attia, Ghayathri Balasundaram, Mohesh Moothanchery, U. S. Dinish, Renzhe Bi, Vasilis Ntziachristos, Malini Olivo","Agency for Science, Technology and Research, Helmholtz Zentrum München, Singapore Bioimaging Consortium, Technical University of Munich","DE, SG",674,Engineering Biology
2020,Synthetic alternatives to Matrigel,"Elizabeth A. Aisenbrey, William L. Murphy",University of Wisconsin–Madison,US,674,Engineering Biology
2013,Design and Fabrication of Human Skin by Three-Dimensional Bioprinting,"Vivian Lee, Gurtej Singh, John P. Trasatti, Chris S. Bjornsson, Xiawei Xu, Thanh Nga Tran, Seung‐Schik Yoo, Guohao Dai, Pankaj Karande","Neural Stem Cell Institute, University of Pennsylvania, Harvard University, Rensselaer Polytechnic Institute, Massachusetts General Hospital",US,673,Engineering Biology
2010,In vitro studies of biomedical magnesium alloys in a simulated physiological environment: A review,"Yunchang Xin, Tao Hu, Paul K. Chu","City University of Hong Kong, Chongqing University","CN, HK",673,Engineering Biology
2008,Speckle variance detection of microvasculature using swept-source optical coherence tomography,"Adrian Mariampillai, Beau A. Standish, Eduardo H. Moriyama, Mamta Khurana, Nigel R. Munce, Michael K. K. Leung, James Jiang, Alex Cable, Brian C. Wilson, I. Alex Vitkin, Victor X. D. Yang",University of Toronto,CA,672,Engineering Biology
